"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","influenza_season","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag"
,"National","National","Age","6 months-4 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","28.6112","4.6561","1323","16760547","2023-2024, National. Age: 6 months-4 years","4","2","1","1","1","1010203","0"
,"Region","Region 3","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","32.2008","5.3852","850","6342487","2023-2024, Region 3. Overall (6 months-17 years)","4","1","4","2","1","1040101","0"
,"Region","Region 3","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","11.7748","3.3097","850","6342487","2023-2024, Region 3. Overall (6 months-17 years)","2","1","4","2","1","1040101","0"
,"Region","Region 3","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","12.3695","3.3495","850","6342487","2023-2024, Region 3. Overall (6 months-17 years)","3","1","4","2","1","1040101","0"
,"Region","Region 3","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","43.6549","1.8371","21105","6342487","2023-2024, Region 3. Overall (6 months-17 years)","1","1","4","2","1","1040101","0"
,"Region","Region 3","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","43.6549","1.8371","21105","6342487","2023-2024, Region 3. Overall (6 months-17 years)",,"1","4","2","1","1040101","0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","39.3244","6.7982","374","14128072","2023-2024, Region 4. Overall (6 months-17 years)","4","1","5","2","1","1050101","0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","10.5646","4.3097","374","14128072","2023-2024, Region 4. Overall (6 months-17 years)","2","1","5","2","1","1050101","0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","16.1255","5.2341","374","14128072","2023-2024, Region 4. Overall (6 months-17 years)","3","1","5","2","1","1050101","0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","33.9856","2.1092","19300","14128072","2023-2024, Region 4. Overall (6 months-17 years)","1","1","5","2","1","1050101","0"
,"Region","Region 4","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","33.9856","2.1092","19300","14128072","2023-2024, Region 4. Overall (6 months-17 years)",,"1","5","2","1","1050101","0"
,"Region","Region 5","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","30.6949","6.7145","386","11216921","2023-2024, Region 5. Overall (6 months-17 years)","4","1","6","2","1","1060101","0"
,"Region","Region 5","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","16.0984","5.2454","386","11216921","2023-2024, Region 5. Overall (6 months-17 years)","2","1","6","2","1","1060101","0"
,"Region","Region 5","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","15.8735","5.0961","386","11216921","2023-2024, Region 5. Overall (6 months-17 years)","3","1","6","2","1","1060101","0"
,"Region","Region 5","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","37.3332","1.8391","16173","11216921","2023-2024, Region 5. Overall (6 months-17 years)","1","1","6","2","1","1060101","0"
,"Region","Region 5","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","37.3332","1.8391","16173","11216921","2023-2024, Region 5. Overall (6 months-17 years)",,"1","6","2","1","1060101","0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","35.9664","7.9426","362","10357816","2023-2024, Region 6. Overall (6 months-17 years)","4","1","7","2","1","1070101","0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","15.7869","5.7215","362","10357816","2023-2024, Region 6. Overall (6 months-17 years)","2","1","7","2","1","1070101","0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","13.5049","4.6628","362","10357816","2023-2024, Region 6. Overall (6 months-17 years)","3","1","7","2","1","1070101","0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","34.7418","1.6593","20307","10357816","2023-2024, Region 6. Overall (6 months-17 years)","1","1","7","2","1","1070101","0"
,"Region","Region 6","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","34.7418","1.6593","20307","10357816","2023-2024, Region 6. Overall (6 months-17 years)",,"1","7","2","1","1070101","0"
,"Region","Region 7","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","29.6864","10.2266","131","3174449","2023-2024, Region 7. Overall (6 months-17 years)","4","1","8","2","1","1080101","0"
,"Region","Region 7","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","13.9079","6.8526","131","3174449","2023-2024, Region 7. Overall (6 months-17 years)","2","1","8","2","1","1080101","0"
,"Region","Region 9","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","15.1599","6.452","323","10805570","2023-2024, Region 9. Overall (6 months-17 years)","2","1","10","2","1","1100101","0"
,"Region","Region 9","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","17.0627","6.9519","323","10805570","2023-2024, Region 9. Overall (6 months-17 years)","3","1","10","2","1","1100101","0"
,"Region","Region 9","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","40.0603","3.0446","11041","10805570","2023-2024, Region 9. Overall (6 months-17 years)","1","1","10","2","1","1100101","0"
,"Region","Region 9","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","40.0603","3.0446","11041","10805570","2023-2024, Region 9. Overall (6 months-17 years)",,"1","10","2","1","1100101","0"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","41.0542","14.8509","70","3130541","2023-2024, Alabama. Overall (6 months-17 years)","4","1","12","3","1","1120101","0"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","9.9759","10.4043","70","3130541","2023-2024, Alabama. Overall (6 months-17 years)","2","1","12","3","1","1120101","0"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","16.9435","11.4174","70","3130541","2023-2024, Alabama. Overall (6 months-17 years)","3","1","12","3","1","1120101","0"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","32.0264","3.197","2842","3130541","2023-2024, Alabama. Overall (6 months-17 years)","1","1","12","3","1","1120101","0"
,"State","Alabama","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","32.0264","3.197","2842","3130541","2023-2024, Alabama. Overall (6 months-17 years)",,"1","12","3","1","1120101","0"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"13","35320","2023-2024, Alaska. Overall (6 months-17 years)","4","1","13","3","1","1130101","1"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"13","35320","2023-2024, Alaska. Overall (6 months-17 years)","2","1","13","3","1","1130101","1"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"13","35320","2023-2024, Alaska. Overall (6 months-17 years)","3","1","13","3","1","1130101","1"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"1376","35320","2023-2024, Alaska. Overall (6 months-17 years)","1","1","13","3","1","1130101","1"
,"State","Alaska","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","31.9678","4.409","1376","35320","2023-2024, Alaska. Overall (6 months-17 years)",,"1","13","3","1","1130101","0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","38.8091","13.3111","95","2528238","2023-2024, Arizona. Overall (6 months-17 years)","4","1","14","3","1","1140101","0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","12.3447","9.7514","95","2528238","2023-2024, Arizona. Overall (6 months-17 years)","2","1","14","3","1","1140101","0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","15.0468","9.8278","95","2528238","2023-2024, Arizona. Overall (6 months-17 years)","3","1","14","3","1","1140101","0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","33.7994","3.3034","2438","2528238","2023-2024, Arizona. Overall (6 months-17 years)","1","1","14","3","1","1140101","0"
,"State","Arizona","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","33.7994","3.3034","2438","2528238","2023-2024, Arizona. Overall (6 months-17 years)",,"1","14","3","1","1140101","0"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"20","337962","2023-2024, Arkansas. Overall (6 months-17 years)","4","1","15","3","1","1150101","1"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"20","337962","2023-2024, Arkansas. Overall (6 months-17 years)","2","1","15","3","1","1150101","1"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"20","337962","2023-2024, Arkansas. Overall (6 months-17 years)","3","1","15","3","1","1150101","1"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23",,,"2226","337962","2023-2024, Arkansas. Overall (6 months-17 years)","1","1","15","3","1","1150101","1"
,"State","Arkansas","Overall","Overall","Up-to-date","Yes","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","33.227","4.4418","2226","337962","2023-2024, Arkansas. Overall (6 months-17 years)",,"1","15","3","1","1150101","0"
,"State","Illinois","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","October Week 3","2024 Oct 19 12:00:00 AM","2024-10-19","26.0828","4.8176","3228","3210096","2024-2025, Illinois. Overall (6 months-17 years)","1","1","26","3",,,"0"
,"State","Colorado","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","12.8525","9.2151","81","1900426","2023-2024, Colorado. Overall (6 months-17 years)","2","1","17","3","1","1170101","0"
,"State","Colorado","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 4","2023 Nov 25 12:00:00 AM","2024-11-23","14.6514","10.4951","81","1900426","2023-2024, Colorado. Overall (6 months-17 years)","3","1","17","3","1","1170101","0"
