"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","12.6","5.3926","213","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","33.3","5.1252","1,494","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","South Dakota","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","12.5","5.0836","215","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","38.7","5.1922","904","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Tennessee","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","0","0","60","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","4.1","1.0085","1,494","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Tennessee","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","3.3","4.1724","60","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","46.9","1.7442","42,008","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Texas","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","38.9","1.9104","28,361","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","18.2","4.0283","1,494","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Utah","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","33.1","15.345","42","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 6","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","39.5","1.4045","52,752","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Utah","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","24.4","12.8022","42","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 2","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","44.3","1.5972","33,290","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Vermont","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","15.1","6.6867","217","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","36.9","6","549","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","U.S. Virgin Islands","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","4.8","4.6946","131","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 3","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","48.6","1.3723","66,740","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","7.4","4.345","293","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","45.7","2.2841","16,484","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","17.1","5.8072","293","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 4","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","41.7","4.6937","1,362","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Virginia","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","47.5","2.1076","10,481","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","45.7","2.2841","16,484","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Washington","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","26.9","16.5024","47","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 4","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","4.4","1.8973","1,362","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Washington","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","0.1","0.161","47","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 8","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","45.2","1.8322","39,460","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Washington","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","47.4","4.6604","3,068","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","5.4","3.4297","904","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","West Virginia","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","2.7","2.7553","236","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 9","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","32.7","6.6463","646","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","West Virginia","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","41.6","1.6639","11,229","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","9.1","2.1241","904","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","West Virginia","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","41.6","1.6639","11,229","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 9","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","6.4","3.8648","646","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Wisconsin","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","9.5","4.6866","96","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 5","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","46.9","1.7442","42,008","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Wisconsin","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","46.3","3.4841","3,261","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Alabama","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","37.4","1.7134","10,081","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Wyoming","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","49.2","10.9389","90","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 6","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","34.8","5.4344","1,157","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Wyoming","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","12.7","7.4556","90","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Arizona","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","12.9","5.7243","156","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Wyoming","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","34.9","1.8728","6,010","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 6","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","6.2","3.3916","1,157","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-City of Chicago","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","26.8","10.9616","110","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Arizona","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","39.5","3.3921","2,965","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-City of Chicago","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","47.9","2.9658","3,942","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","5.1","3.0008","549","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-City of Chicago","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","47.9","2.9658","3,942","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Arkansas","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","40.9","2.7312","4,515","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","39.4","6.7719","258","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 7","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","12.3","4.1986","549","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-New York City","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","5.4","1.2077","75","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","California","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","29.2","8.4133","198","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-New York City","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","46.8","4.5331","2,880","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 8","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","5.8","5.8252","646","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","New York-Rest of State","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","47.8","2.1627","8,725","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","10.8","12.3678","80","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","28.7","9.1789","195","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 8","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","16.8","6.0286","646","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","2.7","2.5606","195","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Colorado","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2025 Feb 08 12:00:00 AM","14.3","10.2193","80","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Philadelphia County","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","48.2","2.1136","7,016","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 8","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","45.2","1.8322","39,460","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","30.9","6.9556","266","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Connecticut","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","54.9","4.9168","1,696","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","5.7","3.4777","266","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Region","Region 9","Overall","18+ years","4-level vaccination and intent","Received a vaccination","February Week 2","2025 Feb 08 12:00:00 AM","44.8","1.9242","28,761","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Pennsylvania-Rest of State","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","49","2.0987","11,694","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Connecticut","Overall","18+ years","Up-to-date","Yes","February Week 2","2025 Feb 08 12:00:00 AM","54.9","4.9168","1,696","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Bexar County","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","27.3","7.2428","172","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","State","Alabama","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","43.2","8.1516","211","2025 Feb 08 12:00:00 AM","2024-2025","0"
"FLU","Substate","Texas-Bexar County","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2025 Feb 08 12:00:00 AM","6.2","3.5747","172","2025 Feb 08 12:00:00 AM","2024-2025","0"
